,ID,Tweet,Class
43,1505551376650285056,زيارتي الأخيرة اكسبو دبي مزدحم الأقدام ومدينة النجاحات المتتابعة رسالة لمن انشغلوا رؤية النجاح والتعلم رسالة,positive
44,1444333632252875008,محمد راشد زيارتي للجناح السعودي إكسبو دبي أكبر جناح المعرض ويعكس الرؤية السعودية الملهمة للمستقبل بالمملكة بلدهم وعبر المنصة الثقافية العالمية,positive
45,1454028993905242112,تعرفت المستقبل وخاصة التكنولوجيا المرتبطة للفضاء زيارتي للجناح الأمريكي المشارك اكسبو دبي,positive
46,1513061688521773056,زيارتي للجناح البرازيلي معرض إكسبو دبي قلب  زيارتي للجناح الإسباني وجه_مبتسم_بعيون_قلب قلب  مدريد قلب قلب قلب ,positive
47,1466054782221786880,زيارتي الجناح الموريتاني إكسبو دبي تذكرت زيارتي الأولى موريتانيا الشعب الموريتاني مثقف جدا ومحب ومضياف اكتف الاطلاع ثقافة البلد الجميل وستكون زيارات أخرى قريبا بإذن الله اكسبو موريتانيا اكسبو دبي,positive
48,1444645053897527040,لقطات تصويري زيارتي لمعرض إكسبو دبي برج حديقة السماء تمكنت التقاط صورة علوية لشلالات إكسبو أعتبرها أفضل الصور,positive
49,1444549632227429888,زيارتي لجناح المرأة اكسبو دبي,neutral
50,1464557788701594112,زيارتي أكسبو الصين اكسبو دبي أيقنت السعودين فعلوا أبدعوا شكرا لهذا الجناح المشرف,positive
51,1460832671177883904,معالي جميلة المهيري يمكننا العيش وئام الطبيعة وبناء حلول للتحديات الحالية جناح يحتفل بإرادة الحرفين والثراء الفني والتراث الثقافي العريق سعدت زيارتي جناح بنين إكسبو دبي رؤية مزيج الفن والثقافة,positive
52,1445451411672616960,لحظات الفخر عشتها زيارتي جناح المملكة معرض اكسبو دبي يعكس رؤية قيادتنا لتطور الوطن إرث عريق الحضارة ويشرق العالم فجرا جميلا أبناؤنا وبناتنا مدن,positive
53,1465288126038000128,ثريد زيارتي اكسبو دبي اكسبو معرض دولي مشهور استضافته هالمرة دبي دول كثير مشاركة وكل دولة مبنى مستقل تبدع بتقديمها,positive
54,1459062638848229120,اكسبو دبي زيارتي لجناح السعودية معرض اكسبو دبي عمل مبهر وجميل ويدعو للفخر شكرا للقائمين وشكرا لسعادة سفير الوطن الامارات,positive
55,1523353531280883968,زيارتي لمعرض إكسبو دبي الدول المشاركه بالمعرض,neutral
56,1471528120649978112,صور زيارتي للجناح العماني إكسبو دبي استوحى تصميمه شجرة اللبان يوضح الطرق استفادت السلطنة الشجرة الطب للغذاء تحية للشباب صمموا الجناح ومحتواه وشاركوني الجولة,positive
57,1495032129033486080,حرصت زيارتي اكسبو دبي وضع ختم جناح دولة إسرائيل وفلسطين الصفحة دفتر جواز المعرض,neutral
58,1485924075910409984,سيف زايد زيارتي جناح سويسرا إكسبو دبي لمست التناغم الفريد الطبيعة الساحرة بأجوائها الضبابية وجبالها وبين التقنيات الحديثة والابتكارات العلمية تستشرف مستقبل الاستدامة واحدة الدول ابتكارا العالم,positive
59,1449283484032410112,حمدان محمد اطلعت زيارتي لجناحي رواندا وساحل العاج إكسبو دبي أفكار ومشاريع ومبادرات تنطلق عمق الثقافة الأفريقية آفاق المستقبل الرحبة لدينا فرصة كبيرة للعمل أصدقائنا أفريقيا لبدء مرحلة جديدة التعاون ضوء رؤية مشتركة غايتها سعادة الإنسان,positive
60,1473369832552747008,اكسبو دبي زيارتي اكتر مرة لاكسبو دبي المكان دة اثبتلي مفيش مستحيل فكرة قابلة للتنفيذ فكرة صعبة مستحيلة بسيطة يطلع حاجة مألوفة… الافكار تنتهي وكلها قابلة للتنفيذ وممكن تتحقق عادي,positive
61,1469677908079919104,زيارتي إلي إكسبو دبي سعدت بحضور احتفالات دولة الإمارات بعيدها الخمسين سعدت بحضور الجلسة الافتتاحية لمنتدي أبوظبي للسلم وذلك قاعة الاحتفالات الرئيسية إكسبو دبي,positive
62,1487418776102792960,محمد راشد أثناء زيارتي جناح ألمانيا إكسبو دبي أكبر الأجنحة الدولية المشاركة يضم أفكارا مذهلة للاستدامة ومدن المستقبل… والحفاظ التنوع البيولوجي كوكبنا وابتكارات ألمانيا مجالات الطاقة الشمسية,positive
63,1454025970248306944,محمد راشد زيارتي لجناح سيشل ولقائي رئيسها بجناحهم إكسبو دبي لديهم خطة تنموية اسمها استراتيجية الاقتصاد الأزرق المعتمدة البحر كأهم مورد اقتصادي لديهم نتعلم ولدينا نفيدهم وهكذا العلاقات الأخوية,positive
64,1462721159758331904,حمدان محمد زيارتي لجناح صميم إكسبو دبي يتعرف العالم إرث دولتنا الغني الحدث الأكبر يجمع ثقافات العالم مكان نعتز بماضينا ونفتخر بإرث أجدادنا نتخذ نقطة انطلاق المستقبل نتصدر المشهد اكسبو,positive
65,1497222754940370944,ملخص زيارتي لمعرض اكسبو دبي آخر صورة ألتقاطها فرحة الكويت صورة ملخص الزيارة,positive
66,1449282360361500928,حمدان محمد اطلعت زيارتي لجناحي رواندا وساحل العاج إكسبو دبي أفكار ومشاريع ومبادرات تنطلق عمق الثقافة الأفريقية آفاق المستقبل الرحبة لدينا فرصة كبيرة للعمل أصدقائنا القارة الأفريقية لبدء مرحلة جديدة التعاون الامارات,positive
67,1462720823224058112,حمدان محمد زيارتي لجناح صميم إكسبو دبي يتعرف العالم إرث دولتنا الغني الحدث الأكبر يجمع ثقافات العالم مكان نعتز بماضينا ونفتخر بإرث أجدادنا نتخذ نقطة انطلاق المستقبل البيان القارئ دائما,positive
68,1487423020385897984,محمد راشد أثناء زيارتي جناح ألمانيا إكسبو دبي أكبر الأجنحة الدولية المشاركة يضم أفكارا مذهلة للاستدامة ومدن المستقبل والحفاظ التنوع البيولوجي كوكبنا وابتكارات ألمانيا مجالات الطاقة الشمسية عميد الامارات,positive
69,1457361407272443904,محمد راشد زيارتي لجناح موانيء دبي العالمية معرض إكسبو موانيء دبي تضم وحدة تجارية موزعة دولة لذلك نسميها الموانىء العالمية استثماراتها التكنولوجيا الرقمية فقط لتحافظ تفوقها وتنافسيتها المستقبلية فخور بفريقها وانجازاتها,positive
70,1444326324743462912,محمد راشد زيارتي للجناح السعودي إكسبو دبي أكبر جناح المعرض ويعكس الرؤية السعودية الملهمة للمستقبل بالمملكة بلدهم وعبر المنصة الثقافية العالمية نتصدر المشهد اكسبو,positive
71,1464589068554354944,زيارتي اكسبو دبي برفقة السفير الهولندي لدولة الامارات السيد لودي إمبريشتس قمت بجولة الجناح الهولندي مبنى ذكي يضم العديد حلول الاستدامة القائمة العلاقة المياه والطاقة والغذاء,positive
72,1444028438633926912,زيارتي جناح دولة قطر اكسبو دبي والتقائي بالفنان القطري عبدالعزيز صادق,neutral
73,1462462335356968960,زيارتي للجناح المصري اكسبو دبي اتوجه بالشكر للأستاذ الصديق العزيز سعيد الجناحي الزيارة الرائعة المليئة بالإبهار المعلومات القيمة أشكرالاستاذ سنان النعمان مجهوده تنظيم زياراتي للأجنحة المصرية الإماراتية السعودية,positive
74,1482754979312153088,عشت تجربة فريدة زيارتي لجناح سانت كيتس ونيفيس إكسبو دبي رحلة بيئة طبيعية نابضة بالحياة أرض الإمارات لاستكشاف تراث ثقافي غني بالجمال والطعام والموسيقى والتعرف الابتكارات والتجارب الفريدة لاتحاد الجزيرتين الرائعتين,positive
75,1454026025004936960,محمد راشد زيارتي لجناح سيشل ولقائي رئيسها بجناحهم إكسبو دبي لديهم خطة تنموية اسمها استراتيجية الاقتصاد الأزرق المعتمدة البحر كأهم مورد اقتصادي لديهم نتعلم ولدينا نفيدهم وهكذا العلاقات الأخوية نتصدر المشهد,positive
76,1505198488954540032,حمدان محمد زيارتي لجناح اليابان إكسبو دبي اطلعت استعدادات مدينة أوساكا اليابانية لاستضافة النسخة المقبلة المعرض العالمي الإمارات إكسبو دبي صحيفة الخليج الخليج,neutral
77,1457364389737139968,محمد راشد زيارتي لجناح موانئ دبي العالمية معرض إكسبو موانئ دبي تضم وحدة تجارية موزعة دولة لذلك نسميها الموانئ العالمية استثماراتها التكنولوجيا الرقمية فقط لتحافظ تفوقها وتنافسيتها المستقبلية فخور بفريقها وإنجازاتها,positive
78,1457414063022039040,حمدان زايد زيارتي لأجنحة سلطنة عمان وكوريا الجنوبية واسرائيل والصين اكسبو دبي اطلعت مسؤولي الأجنحة أهم مشاركات بلدانهم المتنوعة وحضاراتها وثقافاتها الغنية وصلت إليه مجال التكنولوجيا الخضراء ومبادرات الإستدامة المبتكرة والحلول المستقبلية,positive
79,1449749514282275072,ميكيل ارتيتا لقد المذهل إكسبو زيارتي الأخيرة دبي تجربة مستقبل الطيران جناح طيران الإمارات رائعة إسقاطات قبة الوصل بلازا أبرز المعالم لقد تجربة فريدة أوصي بشدة لأي شخص يزور دبي الأشهر القليلة المقبلة,positive
80,1509116862956720128,أفتخر بدعم أوكرانيا زيارتي جناح أوكرانيا إكسبو دبي والتوقيع جدار التضامن تأثرت بقراءة كلمات الدعم المخلص لشعب أوكرانيا أنحاء العالم,positive
81,1508928156111183872,برفقتي أثناء زيارتي للجناح السعودي معرض إكسبو دبي الأخ الصديق والإعلامي القدير والأخ العزيز خالص تمنياتنا للجناح السعودي المعرض ولكل ممثلي الوطن بالتوفيق,positive
82,1459884793919942912,سعدت زيارتي لمعرض إكسبو دبي معرض سلطنة عمان خالص شكري لجمعية الصحفين العمانية تنظيمها لزيارة المعرض العالمي,positive
83,1496795457473093888,إكسبو دبي نكتسب معرفة جديدة فكرة ملهمة نفتتح آفاق أوسع للمستقبل والأهم نتشارك العالم طموحاته زيارتي لجناح قبرص إكسبو تعرفت معالم الثقافة القبرصية وخططهم الطموحة للمستقبل تجاربهم المعرفية الثرية,positive
84,1445379138529992960,سفير السعودية الإمارات ولي العهد الأمير محمد سلمان يزور قريبا جناح المملكة إكسبو دبي لدولة الإمارات العين الإخبارية,neutral
85,1478140434648121088,مشاركتي معرض اكسبو دبي مرحلة ال شاعر المليون,neutral
86,1462004808622166016,بسم الله اكسبو دبي,neutral
87,1468602968136196096,لقطات ولي العهد الأمير محمد سلمان إكسبو دبي,neutral
88,1470867264392024064,الاسطورة الرائع اكسبو دبي شكرا الترحيب الحار,positive
89,1445408733174157056,مصادر للسعودية بوست ولي العهد السعودي الأمير محمد سلمان سيزور الجناح السعودي معرض اكسبو دبي قريبا رسمية لدولة الإمارات العربية  ,neutral
90,1488857728495895040,حرصا سلامة المدنين الرجاء الجميع إكسبو دبي رجاء ابقوا مسافة كافية وبعيدة الموقع المذكور والسلامه تصحبكم وادعوا لاهلكم المظلومين اليمن,negative
91,1472970312102854912,ملاين إكسبو دبي تاريخ الجاري إكسبو,positive
92,1559606534480560128,حقائق معرض اكسبو دبي بالارقام نسبة زوار اكسبو دبي خارج الدولة طالب طالبة شخص اصحاب الهمم زائر اشهر دولة,neutral
93,1468603135044248064,جانب ولي العهد الأمير محمد سلمان إكسبو دبي ولي العهد الإمارات,neutral
94,1468603288186757120,| جانب سمو ولي العهد الجناح السعودي معرض إكسبو دبي ولي العهد الإمارات ,neutral
95,1504005686266633984,إكسبو دبي افتتاحه الأول وحتى الجاري إكسبو,neutral
96,1468856133301456896,الكلمة دونها الأمير محمد سلمان اكسبو دبي يازين الخط الله يحفظهقلب ,positive
97,1456958120152948992,لقائي صاحب السمو الملكي الأمير غيوم ولي عهد لوكسمبورغ أثناء لجناح بلاده إكسبو دبي بحثنا تنمية علاقاتنا وتطويرها وتعزيز شراكتنا مختلف المجالات إكسبو فرصة لتقارب الشعوب ولاكتشاف توافق الرؤى والأهداف والعمل المشترك لبناء مستقبل أفضل للأجيال المقبلة,positive
98,1500010978783763968,يروي صديق اصطحب ابنه معرض اكسبو دبي الاجازة وعند الانتهاء جناح الكويت سأله ابنه بابا وين المستقبل؟ الدول حاطة المستقبل الكويت حاطة الماضي؟ اللي يحب يشارك بملاحظاته جناح الكويت يتفضل بالمنشن,negative
99,1487810473080806912,عاجل انفجارات اكسبو دبي استدعى الغاء رئيس الوزراء الصهيونى المعرض,negative
100,1479482104740291072,صوت الوطن الأسطورة فنان العرب محمد عبده للجناح السعودي معرض إكسبو دبي قلب قلب قلب ,neutral
101,1495742591178096896,صاحب السمو الشيخ محمد راشد يلتقي رئيس الأوروغواي لجناح بلاده إكسبو دبي,neutral
102,1505447108815503104,إكسبو دبي يحطم الأرقام,positive
103,1501187640061678080,إكسبو دبي يسجل افتتاح الحدث الأول وحتى ونوصل زائر ,neutral
104,1505824937071845120,إكسبو دبي يحقق إنجازا مميزا تاريخ معارض إكسبو الدولية وصل زيارات إكسبو دبي وجمع الحدث الدولي فعالياته دولة أرض الإمارات الرغم تنظيمه جاء وسط انتشار جائحة كورونا ,positive
105,1468612939624037888,فيديو ترحيب كبير بمناسبة ولي العهد الأمير محمد سلمان للجناح السعودي إكسبو دبي عكاظ ولي العهد الإمارات,positive
106,1505193729963008000,زيارات إكسبو دبي يصل الجاري,neutral
107,1468565794028199936,فيديو الجناح السعودي إكسبو دبي أبهى حلة ولي العهد الأمير محمد سلمان قليل الإخبارية ولي العهد الإمارات,neutral
108,1456932256719819008,الوفد العماني للجناح الموريتاني بمعرض أكسبو دبي يعطي نجاح كبير للمعرض نثمن العمل الكبير قامت حكومتنا الموقرة إعطاء صورة مفصلة تراثنا التليد,positive
109,1505168726055961088,يكن المتفائلين يحلم بالرقم اكسبو دبي الظروف حلم وراهن وخطط ونفذ وتابع يومي يستحق الشكر والتقدير لتكفله ببث الأمل مكان العالم وإعادة تفعيله لعودة الحياة لطبيعتها أزمة كورونا الشيخ محمد راشد الفاتنة دبي,positive
110,1509129070583365888,المحطة الأخيرة برنامج اكسبو دبي جناح نيوزيلندا والذى يعكس طبيعه وجغرافية وثقافة المجتمع النيوزلندي وأختتمنا الزياره بتناول طعام الغداء والتي وجبة دسمة شهية…,positive
111,1479180851397201920,برفقة فنان العرب الاستاذ محمد عبده الجناح السعودي معرض اكسبو دبي السعودية العظمى,neutral
112,1510311209815491072,إكسبو دبي تحقق تواصل العقول وصنع المستقبل,positive
113,1499484866957790976,محمد راشد يلتقي رئيس الباراغواي سموه لجناح بلاده المشارك إكسبو دبي,neutral
114,1459972753474400000,دبي صاحب السمو الأمير فيصل فرحان وزير الخارجية يزور جناحي المملكة العربية السعودية ودولة الإمارات العربية المتحدة معرض إكسبو وذلك هامش سموه الإمارات,neutral
115,1483069647729611008,دبي تبهر العالم اكسبو يواصل النجاح المذهل زوار إكسبو دبي سيتجاوز سكان الدولة أرقام يعلنها المكتب الدولي لمعارض إكسبو والحكاية مستمرة أزور إكسبو الدوام شيء جديد إبهار مستمر ومعرفة تواصل ينتهي وصعوبة التوقيت أثبت جدارة الامارات ,positive
116,1456645531237821952,كنت والعائله الكريمه إكسبو دبي زياره صراحه المكان طيب وممتع ليمازار يزور,positive
117,1476257734144184064,زرت معرض اكسبو دبي شعرت بالفخر جناح وطني جناح متميز طوابير الزوار مكتظه وحينما دخلت شعرت بالفخر وطن العز انبهار الزوار شكرا الاعماق لكل ساهم الابداع,positive
118,1522207597205544960,عقب معرض اكسبو آخر رحلة رمضان اهنئ دبي نيلها شرف استضافة المعرض الدولي هنئت المعرض الدولي نيله شرف تستضيفه دبي وعقب متحف المستقبل رحلة رمضان أتمنى لدبي تستمر بمواكبة المستقبل بت أتمنى للمستقبل يواكب دبي صدق سماها دار الحي,positive
119,1482576438998016000,جمعية المحامين توقع مذكرة تفاهم شركة جاهزين للتسهيل المحامين الراغبين معرض أكسبو دبي علما بأن الجمعية تنظم رحلة جماعية للمحامين دبي للغرض ذاته وباسعار رمزية الفترة القادم,neutral
120,1462651493702586112,العيد الوطني المجيد اكسبو دبي بحمد الله وتوفيقه نعود أرض الوطن العزيز بعدما أنهينا معرض اكسبو دبي وحضور حفل العيد الوطني ال المجيد رعاه صاحب السمو السيد أسعد طارق آل سعيد الموقر شكرا لجمعية الصحفين العمانية جهودها لتنظيم الزيارة,neutral
121,1531013536834544128,تمكن إكسبو دبي إستقبال تكمن أهمية معرض إكسبو الدولي لأنه فعالية شاملة اقتصادية ترفيهية وسياحية وثقافية الزيارات تحققها الدول المعرض تفوق زيارات المسابقات الرياضية كأس العالم سبيل المثال وصلت السعودية داعم,positive
122,1505135942276894976,إكسبو دبي يتخطى ارتفع زيارات إكسبو تاريخ الجاري ليصل محققة ويعتبر إنجازا تاريخيا يصبح بموجبه علامة فارقة تاريخ معارض إكسبو الدولية الرغم التحديات والصعاب واجهت تنظيمه ظل جائحة كوفيد,positive
123,1452584478698787072,سريعة إكسبو دبي؟ تفضل بتحميل تطبيق إكسبو لتنضم الطابور الذكي بواسطة ربط تذكرتك بحسابك إكسبو دبي,neutral
124,1462331557813920000,السبلة العمانية منح دراسية مقدمة السلطنة مخصصة للطلاب زوار إكسبو دبي الجناح العماني اكسبو دبي,neutral
125,1464234776269925888,الركن العماني إكسبو دبي ومشاهدة التحفة المعمارية المستوحى شجرة اللبان يعكس قدم الحضارة العمانية مرورا بمختلف اقسامه والاطلاع العروض وتقنية وفن ابرازها للزائر وكذلك أركان دول الخليج والدول العربية والعالمية الأخرى شكرا,positive
126,1518649651779538944,إكسبو دبي يوما متطوع ساعة عمل,neutral
127,1501100330515578880,إكسبو دبي يسجل افتتاح الحدث الأول وحتى الجاري وتجاوزت أعداد الزيارات الافتراضية عبر المنصات الرقمية,neutral
128,1505528149886524928,نشكركم سؤالكم يتعلق بالزيارات كلمتي زائر مترادفتان لأننا نعني بالزائر بعينه وإنما شخص يدخل عبر بوابات إكسبو يحتسب أعلن إكسبو دبي وصول زوار الحدث الدولي شخص,neutral
129,1505255698032206080,اكسبو دبي يحتفل بتسجيل ليصبح علامة فارقة تاريخ معارض إكسبو الدولية,positive
130,1510355590186480128,إكسبو دبي وام,neutral
131,1495730743968165888,محمد راشد يلتقي رئيس الأوروغواي لجناح بلاده إكسبو دبي,neutral
132,1481876400470920960,إكسبو دبي يحتفل بتسجيل ملاين عبر طرحه تذكرة الواحد بقيمة دراهم,positive
133,1470313922259726080,زيارات إكسبو دبي يتخطى,positive
134,1475506906378691072,ملاين إكسبو دبي يجسد نجاح الإمارات تنظيم كبرى الأحداث والفعاليات العالمية بكفاءة واحترافية عالية الإمارات تبهر العالم بمبادراتها الاستثنائية اكسبو دبي,positive
135,1508781179692098048,سجل الحدث العالمي إكسبو دبي عطلة الأسبوع الماضية يؤكد الإقبال الكبير يشهده المعرض وترجمة واقعية للنجاح الاستثنائي يحققه المتوقع يستمر تدفق الزوار الأيام القليلة المتبقية المعرض,positive
136,1490948436153499904,إكسبو دبي يسجل يوما افتتاحه الأول الجاري بلغت أعداد الزيارات الافتراضية عبر المنصات الرقمية ملاين,neutral
137,1475366286423392000,ارتفاع أعداد زيارات إكسبو دبي ملاين وسط تدابير صحية صارمة,positive
138,1496048130680585984,إكسبو يسجل افتتاحه سجل إكسبو دبي حوالي بالإضافة افتراضية افتتاحه يشهد الحدث الدولي إقبالا كبيرا السياح والمقيمين الدولة,positive
139,1509825126602138112,جناح المملكة إكسبو دبي يحقق أعلى نسبة تاريخ المعرض,positive
140,1478278936354181120,إكسبو دبي يسجل مدار الثلاثة أشهر الأولى انعقاده وذلك بفضل قائمة الفعاليات المتنوعة ومتبقي يوما لحضور التجمع العالمي الكبير,neutral
