,ID,Tweet,Class
68,1.49678E+18,فديت هالويه    البرنسيسة ديانا حداد  دبي الامارات ,positive
69,1.49678E+18,يمثل متحف المستقبل الصورة رءية مدينة دبي المستقبلية المستحيل مكنا لهذا نزور دبي الاسبوع فعاليات معرض جويتد فخورين بانجازاتنا تسخير تكنولوجيا الذكاء الاصطناعي لمتحدثي الغة العربية بالهجات المحلية واحدة فقط ,positive
70,1.49677E+18,لامر راءع رءية الزاءرين يتبنون شعار فرصة تغتنمها ستفوت لابد ادراكهم لمحدودية المتبقي لرءية يقدمه اكسبو  بينما يتبقا اقل  يوما علا اسدال الستار علا فعاليات الحدث الدولي لقد شهدنا بام اعينا الطفرة تكرار الزيارات  ,positive
71,1.49677E+18,اكسبو دبي رحلة مالي ارض الفرص رابط التقرير عينك علا اكسبو   ,neutral
72,1.49676E+18,شعار حراس الارض الخصبة موزمبيق تشارك اكسبو دبي بجناح ميز يكشف الجانب المشرق لبلاد وثقافتها ومواردها وفرص الاستثمار عينك علا اكسبو  ,positive
73,1.49675E+18,اطلاق حملة الغذاء من اجل الحياة اكسبو دبي رابط التقرير  عينك علا اكسبو   ,neutral
74,1.49673E+18,جدول فعاليات وعروض اكسبو  دبي   اكسبو دبي ,neutral
75,1.49673E+18,تعرفوا علا ابرز فعاليات الـ  لـ اكسبو  دبي  الخميس  م اكسبو   ,neutral
76,1.49671E+18,تجد الدهن عود لكنها وجدت التعايش كمبوديا القهوة يد دانة اثيوبيا سيبقا في الذاكرة برفقة امنة الزعابي اذاعة اكسبو  ,neutral
77,1.49667E+18,جناح دولة الكويت اكسبو دبي  يعكس الوجه الحضاري والتنموي لبلاد الكويت الامارات  وزارة الاعلام الاخبار,positive
78,1.49664E+18,كوخ ذكي مكتب متنقل استكشف مزايا الوحدة السكنية الذكية بـ اكسبو دبي   ,neutral
79,1.49658E+18,بهدف توحيد الجهود العالمية لتحقيق مستقبل امن لغذاء انطلاق اعمال قمة مستقبل الغذاء والمعرض العالمي لتقنيات الزراعية والابتكار اكسبو عينك علا اكسبو  ,neutral
80,1.49658E+18,حلاة هالحس    البرنسيسة ديانا حداد  دبي الامارات,positive
81,1.49658E+18,جناح دولة الكويت اكسبو دبي  يعكس الوجه الحضاري والتنموي لبلاد الكويت الامارات ,positive
82,1.49657E+18,العراق بكل مكان مخزينه مشارك احسن ,negative
83,1.49657E+18, مغني الراب المصري شكرا اكسبو  دبي  شكرا دبي  وكل الشكر والتقدير لجمهور حضر  واتمنا اكون سب شعوركم بالبهجة اليلة عينك علا اكسبو   ,positive
84,1.49657E+18, وخلال الحفل  تقدم عفروتو بالشكر لادارة اكسبو دبي علا دعوته لغناء متنا لجمهور صاحبه بالغناء طوال عينك علا اكسبو   ,positive
85,1.49657E+18, ادا عفروتو اغنيته الشهيرة سوجارة علا اضواء جوالات الجمهور  تراقص طوال السهرة علا النغمات الصاخبة المرافقة لاغنيات الفنان الشاب عينك علا اكسبو   ,positive
86,1.49657E+18, تفاعل الجمهور حضر  مغني الراب المصري طوال بالرقص والغناء الاغنيات قدمها  سيما اشتهر اغنية تيجي جون مش بالحظوظ عينك علا اكسبو  ,positive
87,1.49657E+18, يغني عفروتو الراب بنكهة مصرية ويدمج غناءه الغتين الانجليزية والعربية اشهر مطربي الراب اشتهروا علا الساحة الفنية مءخرا  واصبحت شعبية كبيرة الجمهور عينك علا اكسبو  ,positive
88,1.49657E+18, عفروتو مغن شاب مدينة الاسكندرية  عمره  عاما  بدا رحلته الغناءية منصة يوتيوب  حتا وصل لشهرة اوسع ابوابها عينك علا اكسبو   ,neutral
89,1.49657E+18,لقطات اكسبو   ,neutral
90,1.49657E+18,فوديل دبي رايح وين مسافر فوديل  دبي الامارات اكسبو,neutral
91,1.49656E+18,فوديل اكسبو دبي يمكنا العيش حب فوديل  دبي الامارات اكسبو,neutral
92,1.49656E+18,اكسبو  دبي حدث فريد ومبهر صعب مهمة الدول المستضيفة لاكسبو مستقبلا لان الوصول لهذا المستوا اقرب المستحيل  ,positive
93,1.49655E+18,مغني الراب المصري عفروتو يحي حفلا كبيرا علا منصة اليوبيل الحدث الدولي اكسبو دبي عينك علا اكسبو  ,positive
94,1.49654E+18,حملة نساء قويات نتعرف مديرة عملية الاستدامة اكسبو  دينا ستوري اكسبو  دبي اشترك وتابع الحلقات علا ,neutral
95,1.49653E+18,مصر تطرح مشروعات عملاقة بقطاع الزراعة مشاركتها اكسبو دبي عينك علا اكسبو   ,neutral
96,1.49653E+18,ركن حكايه    ,neutral
97,1.49653E+18,جمال السعوديه شوي   ,positive
98,1.49652E+18,جناح الامارات يعرض ابتكارا مهمته تخزين الطاقة الشمسية برنامج مع اكسبو علا تلفزيون دبي بترا نرش ونبيل ايوب اكسبو دبي ,neutral
99,1.49651E+18,يكتفي اكسبو دبي ابهر العالم  يتطور باستمرار  وذلك بمجموعة الاماكن الجديدة دشنها ومنها حديقة الاحتفالات  وساحة مركز دبي لمعارض  وساحة اكسبو الرياضية عينك علا اكسبو   ,positive
100,1.4965E+18,النرويج تجسد تراثها مجال الملاحة البحرية جناحها اكسبو دبي يبرز حلولها الراءدة لمحيطات المستدامة العالم عينك علا العالم  ,neutral
101,1.49649E+18,فعالية تسليط الضوء علا افريقيا اسبوع الغذاء والزراعة وسبل العيش اكسبو دبي تسلط الضوء علا تحقيق امن غذاءي اكبر وتساهم تعريف العالم علا الفرص المتاحة بمنطقة الساحل الافريقي عينك علا اكسبو   ,neutral
102,1.49649E+18,وزارة الدولة لشءون المجلس الوطني الاتحادي الاماراتي تستعرض اهم مبادراتها المبتكرة اكسبو دبي الخاصة بتنمية الوعي السياسي وبالحياة البرلمانية عينك علا اكسبو   تعرفوا علا التفاصيل ,neutral
103,1.49648E+18,ينخرط المكتب الوطني لسك الحديدية الاستراتيجية الطاقية الوطنية  تنهجها الملكة    القيادة الرشيدة والرءية الثاقبة لصاحب الجلالة الملك محمد السادس نصره اله وايده    ,positive
104,1.49647E+18,جناحها يوفر فرصة مثالية لاستكشاف فرص الاعمال ويستهدف تعزيز التحول الرقمنة مقدونيا اكسبو دبي ارض الفرص والثقافات عينك علا اكسبو  ,positive
105,1.49647E+18,دولة الامارات تطلق مبادرة الغذاء من اجل الحياة بمعرض اكسبو دبي وتهدف الحملة التوعوية لتعزيز النظم الغذاءية الصحية والمستدامة شاهدوا التقرير عينك علا اكسبو قمة مستقبل الغذاء غذاء مستدام  ,neutral
106,1.49646E+18,زراعة مستدامة لاجيال المستقبل قمة مستقبل الغذاء بـ اكسبو دبي تناقش الدور المهم لتكنولوجيا المتطورة ومستقبل الامن الغذاءي عينك علا اكسبو  ,neutral
107,1.49645E+18,خبراء العالم يءسون لمستقبل غذاء العالم اكسبو دبي رابط التقرير عينك علا اكسبو   ,neutral
108,1.49645E+18,حافظ علا جناح ملكة تايلاند ,positive
109,1.49645E+18,صناعة الفخار فن تشكيلي ابداعي يتقنه الجزاءري كمال بلعزوق ويطوعه الطين والنار والالوان بحسابات بعضها يخضع لعلم والتجربة وبعضها الاخر يخضع لخبرة ونرا بلعزوق جالسا ركن بمدخل الجناح الجزاءري    الواقع بمنطقة التنقل بالحدث الدولي اكسبو  دبي  جناح الجزاءر ,positive
110,1.49645E+18,علا هامش قمة مستقبل الغذاء بـ اكسبو دبي منظمة الاغذية العالمية تشيد بجهود دولة الامارات تعزيز جهود الامن الغذاءي العالمي عينك علا اكسبو  ,positive
111,1.49644E+18,الساحل الافريقي كنز الفرص المفقودة اكسبو دبي نقطة انطلاق لتفاصيل عينك علا اكسبو   ,neutral
112,1.49644E+18,تسعي الصومال جناحها اكسبو  تطوير علاقاتها دول العالم مجالات الاستثمار والسياحة ظل تنفيذ خطة طموحة لتطوير عد القطاعات الهامة والتي تساهم تهيءة بيءة اعمال ومناخ استثماري واقتصادي وسياحي ناجح  ,neutral
113,1.49643E+18,  عز معرض اكسبو دبي صفقات العقارات دبي لتحق   صفقة عقارية بـ  انطلاق الحدث العالمي عينك علا اكسبو  ,positive
114,1.49642E+18,اقترب اكسبو  دبي تخطي  وقت لاحق الاسبوع  المنتظر تواصل اعداد الزيارات ارتفاعها بفضل المزيد الاسماء الامعة والفعاليات الاسرة سيعلن عنها الحدث الدولي تباعا الاسابيع المقبلة  ,positive
115,1.49642E+18,ارض الفرص والثقافات جمهورية مقدونيا الشمالية تحتفل بيومها الوطني اكسبو دبي وسط مشاركة العديد الزوار لتفاصيل عينك علا اكسبو   ,neutral
116,1.49642E+18, زوار اكسبو مدعون لاصطحاب اطفالهم والاستمتاع بسحر حديقة المهرجان فالحديقة المكان المنشود لمن يرغبون قضاء مثالي العاءلة  وذلك لكونها مجهزة بالقلاع النطاطة  وعربات الطعام تزخر بالماكولات الميزة عينك علا اكسبو  ,positive
117,1.49642E+18, وحتا  ستقدم مجموعة مختارة منافذ الاطعمة باقة العروض الميزة  ستيح المطاعم المنتشرة عبر ارجاء الموقع بينها مودرا غاردن اون اكس واي اس فيغيد فلوزي كوكي عينك علا اكسبو   ,neutral
118,1.49642E+18, ويمكن استخدام تطبيق ايت اب لاطلاع علا القاءمة الكاملة لمطاعم المشاركة اسبوع المطاعم اكسبو وسيحصل الزوار علا تذكرة مجانية لدخول لـ اكسبو دبي تناول الطعام المنافذ المشاركة اسبوع المطاعم عينك علا اكسبو  ,neutral
119,1.49642E+18, وحتا الـ فبراير  لرواد المطاعم الاستمتاع بتجارب تناول الطعام باسعار استثناءية  متاحة لمرة واحدة العمر  المطاعم الاكثر شهرة موقع اكسبو دبي  وتلك الموجودة حديقة الاحتفالات عينك علا اكسبو   ,neutral
120,1.49642E+18, اكسبو اكتسب سمعة استثناءية بكونه وجهة ميزه لتذوق الذ النكهات العالمية  لذا فانه يدعو الزوار الراغبين تجربة امور عادية  لمشاركة الرحلة  والانتقاء العروض الميزة عالم فنون الطهي يقدمها الحدث الدولي عينك علا اكسبو  ,positive
121,1.49642E+18,الاستعدادات تجري علا قدم وساق لاستضافة مهرجان الماكولات اكسبو دبي يشهد  يوما مليءة بعروض الطعام الراءعة لكل الاذواق عينك علا اكسبو   ,positive
122,1.49642E+18,المجوهرات البرتغالية المبتكرة تالق اكسبو دبي جناح البرتغال ينظم فعالية حصرية  لعرض مجموعة المجوهرات المبتكرة اطلقتها جمعية صناعة المجوهرات والساعات البرتغالية ار عينك علا اكسبو  ,positive
123,1.49642E+18,بمشاركة ريم الهاشمي اكسبو دبي يعرف العالم بفرص الاعمال الساحل الافريقي لتفاصيل الاتحاد الاقتصادي نتصدر المشهد اكسبو  ,neutral
124,1.49641E+18,    منطقة الاستدامة    البث المباشر علا قناتنا اليوتوب ,neutral
125,1.49641E+18,البوسنة والهرسك اكسبو دبي فرصة مستقاة شكل قلب تحاكي التقاء الحضارات الغربية والشرقية عينك علا اكسبو    ,positive
126,1.49641E+18,شبكة صيد سر تصميم جناح العراق اكسبو دبي   ,neutral
127,1.49641E+18,خبراء اكسبو علا الابتكارات التقنية والاستراتيجيات تستشرف المستقبل تشكل حلولا راءدة المساعي الرامية مواجهة التحديات الكبرا لانظمة الغذاء العالمية في وقت يسعا العالم جاهدا لتامين احتياجات ملياري شخص الغذاء بحلول   ,positive
128,1.49641E+18,فعاليات قمة مستقبل الغذاء تنطلق اكسبو دبي عينك علا اكسبو  ,neutral
129,1.4964E+18,اكسبو دبي مهرجان الماكولات فرصة متاحة لمرة واحدة العمر لتفاصيل  عينك علا اكسبو   ,neutral
130,1.49639E+18,شعار حراس الارض الخصبة موزمبيق تشارك اكسبو دبي بجناح ميز يكشف الجانب المشرق لبلاد وثقافتها ومواردها وفرص الاستثمار عينك علا اكسبو   ,positive
131,1.49638E+18,جناح الاتحاد الافريقي المشارك اكسبو دبي يسلط الضوء علا اجندة  تهدف تنمية قارة افريقيا اليكم التفاصيل بالتقرير التالي عينك علا اكسبو   ,neutral
132,1.49637E+18,ترغب بالعيش بعيدا المناطق الحضرية المزدحمة العمل مكتب متنقل  اكتشف الابتكار بجناح سلوفاكيا اكسبو  ,neutral
133,1.49634E+18,تعرفوا علا ابرز فعاليات الـ  لـ اكسبو  دبي  الاربعاء  م اكسبو  ,neutral
134,1.49627E+18,ينتج جناح الاستدامة بـ اكسبو دبي المياه والطاقة الخاصة به    ,neutral
135,1.49623E+18,   وربع المليون اسبوع اكسبو  دبي يسجل رقما قياسيا جديدا اكسبو    ,positive
136,1.49623E+18,المنتظر تواصل اعداد الزيارات لـ اكسبو  دبي ارتفاعها بفضل المزيد الاسماء الامعة والفعاليات الاسرة سيعلن عنها الحدث الدولي تباعا الاسابيع المقبلة اكسبو  ,positive
137,1.49623E+18,ويواصل الحدث العالمي نجاحه جذب الزوار مختلف الجنسيات والاعمار لاستمتاع بفعالياته وعروضه الترفيهية المتنوعة اكسبو  دبي اكسبو  ,positive
138,1.49623E+18,ومع عودة الطلاب الدراسة العطلة المدرسية  سجل اكسبو  دبي الاسبوع الاخير كبيرا زيارات تلاميذ المدارس لموقع الحدث الدولي  كرت العاءلات زياراتها مرات  بفضل العروض الجديدة المخصة لاطفال اكسبو   ,neutral
139,1.49623E+18,سجلت الزيارات الافتراضية عبر المنصات الرقمية لـ اكسبو  دبي زيادة قياسية تقدر بـ مقارنة بالاسابيع السابقة  ليصل مجموعها  مدفوعة بمجموعة الفعاليات الترفيهية المتاحة عبر منصة لايف اكسبو اكسبو   ,positive
140,1.49623E+18,سجل اكسبو  دبي رقما قياسيا جديدا عد الزيارات الاسبوعية بلغ و الفا و ليرتفع مجموع الزيارات     اسبوعا  افتاحه اكتوبر حتا  الجاري اكسبو  ,positive
141,1.49622E+18,   السنة اقيم معرض اكسبو دولة الامارات دبي وبعدها سيقام السعودية وهذا حسابهم الامارات  اكسبو اكسبو  دبي  ,neutral
142,1.49622E+18,الابتكار الزراعي لمناخ الامارات امريكا بمهمة عالمية اكسبو عينك علا اكسبو  ,neutral
143,1.4962E+18,قمة مستقبل الغذاء تنطلق الاربعاء وسريلانكا تقدم عرض ازياء مستوحا الطبيعة الخلابة ابرز احداث اكسبو دبي عينك علا اكسبو   ,neutral
144,1.49619E+18,دبي مدينة العشاق دبي من تصويري دار الحي    اكسبو            ,positive
145,1.49618E+18,يسلط المنتدا عقد بالتعاون غرفة تجارة دبي وكل نيوزيلندا استونيا مركز دبي لمعارض اكسبو دبي  الضوء علا الابتكارات والشراكات لبناء سلاسل عالمية لامداد الغذاء عينك علا اكسبو    ,neutral
146,1.49617E+18, محد قالي اكسبو رهيب وكل الاماكن حلوه ,positive
147,1.49617E+18,بحضور ارنيست هيلي  ناءب رءيس الوزراء احتفلت سانتا لوسيا  احدا دول الكاريبي  باليوم الوطني الـ  لانشاءها معرض اكسبو دبي عينك علا اكسبو    ,neutral
148,1.49616E+18,ختام الخريج السنوي الصورة الجماعية  اكسبو دبي جناح الشباب جامعة صحار,neutral
149,1.49616E+18,قصة نجاح المهندس الهناءي الرءيس التنفيذي وشريك مءس لشركة عنصر لتكنولوجيا صاحب حاسب الي صنع عمان  اكسبو دبي جناح الشباب جامعة صحار ,neutral
150,1.49616E+18,مستقبل ريادة الاعمال يقدمها الاستاذ عيسا الزعابي مدير برنامج دبي لمشاريع الناشءة غرفة دبي  اكسبو دبي جناح الشباب جامعة صحار ,neutral
151,1.49616E+18,الوزير الطيب فهد الشريعان وزير التجاره منورنا بجناح الكويت اكسبو دبي ,positive
